gesture,filename,hand,lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
D,D_sample_496.jpg,Right,0.51593775,0.82915968,0.00000001,0.62755001,0.75436080,-0.05001863,0.70079559,0.64600670,-0.07550380,0.69939137,0.52887118,-0.10341911,0.61672026,0.46185029,-0.13333994,0.64274460,0.44494358,-0.02301492,0.64296114,0.29081282,-0.05508749,0.63568574,0.20336784,-0.09380930,0.62650502,0.12675974,-0.12927631,0.55827904,0.44876674,-0.03287834,0.52733630,0.29281688,-0.08341721,0.54513729,0.35362422,-0.12441139,0.56524414,0.41851985,-0.15082482,0.48147723,0.48274899,-0.04829329,0.44114736,0.34566730,-0.09497385,0.48037872,0.39999807,-0.11906182,0.50338972,0.47980767,-0.13135915,0.40475124,0.53525424,-0.06994072,0.37622669,0.41719130,-0.10582887,0.40687853,0.43388426,-0.12186763,0.43243325,0.49303493,-0.13285720
D,D_sample_497.jpg,Right,0.42773247,0.84411722,0.00000024,0.53352171,0.83428776,-0.07156571,0.62495160,0.76682949,-0.11789900,0.64955896,0.69097501,-0.16348991,0.59808695,0.62650621,-0.20931651,0.64031005,0.53272903,-0.07031383,0.65127319,0.36843598,-0.12903991,0.65484899,0.26736343,-0.17440192,0.65225685,0.18518570,-0.20908436,0.55314648,0.52099431,-0.07701048,0.56390220,0.40852863,-0.16623367,0.54342669,0.52703905,-0.20957123,0.53528833,0.61877573,-0.22416280,0.46910533,0.52988523,-0.09039956,0.46999428,0.41696367,-0.17378110,0.47310683,0.52726495,-0.18404809,0.47359747,0.62084585,-0.17316429,0.38540414,0.55400342,-0.11058175,0.38846540,0.43921545,-0.17025188,0.40743965,0.49107167,-0.17673127,0.42172581,0.55294234,-0.17106597
D,D_sample_499.jpg,Right,0.40307292,0.97438592,-0.00000035,0.53859878,0.87274492,-0.03355473,0.59608871,0.77288997,-0.04565018,0.55306458,0.66000128,-0.05330884,0.44164097,0.62451804,-0.05368142,0.54958576,0.52881694,0.01273862,0.54298681,0.36666131,-0.00950882,0.53438592,0.27439898,-0.03185169,0.51090115,0.19828153,-0.05261635,0.44320613,0.52998400,0.01030299,0.44574562,0.39276373,-0.00412617,0.45267278,0.55374479,0.01295842,0.46251449,0.61646813,0.03212709,0.34917939,0.55786771,-0.00025541,0.33218664,0.42734271,-0.02036463,0.36277899,0.56555712,0.02710354,0.38317722,0.63363576,0.06578653,0.26215738,0.63595462,-0.01648177,0.23120689,0.51048690,-0.02124718,0.27624637,0.59304917,0.02627207,0.30844742,0.65506887,0.06330784
D,D_sample_5.jpg,Right,0.51947039,0.90960109,0.00000005,0.60313845,0.80663872,-0.05003851,0.62904048,0.66644919,-0.06249410,0.52377254,0.57831043,-0.07316807,0.41853365,0.60055614,-0.08171774,0.53698558,0.55852807,-0.01172300,0.50546896,0.41008839,-0.02997470,0.47672498,0.32683507,-0.04714570,0.45770279,0.25725839,-0.06534119,0.45047876,0.57943195,-0.01123767,0.39999610,0.47848970,-0.05706046,0.42006409,0.55947465,-0.08033913,0.44540524,0.62862599,-0.08469789,0.38680467,0.61877024,-0.01545997,0.33453244,0.54197514,-0.06205991,0.36910170,0.60490447,-0.06768294,0.39842933,0.66805440,-0.05722451,0.33360392,0.67284280,-0.02479919,0.28192008,0.59397322,-0.05352068,0.30858997,0.62129152,-0.04926336,0.33781597,0.66981423,-0.03854089
D,D_sample_500.jpg,Right,0.41771707,0.87135851,-0.00000009,0.54705894,0.79955852,-0.02165145,0.59747332,0.68011117,-0.03414078,0.61012900,0.54738408,-0.04901337,0.51353651,0.49790365,-0.06378113,0.56651121,0.46091509,-0.01816218,0.57896072,0.27614868,-0.05663111,0.58634412,0.16529095,-0.10330372,0.57484537,0.07407394,-0.14540268,0.48507148,0.45371917,-0.03254962,0.48381451,0.27681041,-0.06776755,0.48693371,0.38200909,-0.08413956,0.50220692,0.44778273,-0.09457652,0.40444940,0.47232613,-0.04999087,0.38810039,0.28906322,-0.07267142,0.41323856,0.38132238,-0.05152186,0.42692578,0.47477800,-0.03683216,0.32609963,0.53317595,-0.07297663,0.30181167,0.38905281,-0.09299379,0.33669797,0.42838734,-0.07969398,0.36148357,0.49852735,-0.07020500
D,D_sample_503.jpg,Right,0.39807430,0.89669299,0.00000073,0.57457167,0.79852188,-0.02149703,0.69629353,0.67671478,-0.05472767,0.78931582,0.58328664,-0.09775574,0.74864620,0.50473809,-0.14209379,0.54178387,0.45896202,-0.03966835,0.48961437,0.25739613,-0.11178769,0.50271207,0.19000956,-0.17237917,0.49432838,0.13028917,-0.21077512,0.47407675,0.46972993,-0.07294191,0.51384228,0.27599382,-0.16701436,0.64043784,0.35745460,-0.22153187,0.70052922,0.45647272,-0.24387264,0.41552550,0.50262392,-0.11039684,0.45542115,0.32082525,-0.19286549,0.57952774,0.39549202,-0.21837589,0.65007186,0.48619920,-0.21612988,0.36376247,0.55120993,-0.15117827,0.40033489,0.39471427,-0.20595746,0.50634634,0.40066519,-0.22060262,0.58148277,0.44450167,-0.22112975
D,D_sample_504.jpg,Right,0.55135334,0.83670652,0.00000067,0.61854094,0.78831047,-0.09439403,0.62015831,0.71647626,-0.15512975,0.52217329,0.69134843,-0.20837508,0.41885185,0.66269690,-0.26376694,0.53287005,0.50976634,-0.12363495,0.51331908,0.35525572,-0.19542560,0.48578188,0.26177460,-0.24698713,0.45849377,0.18167734,-0.28678077,0.43023095,0.53744268,-0.11921719,0.35783070,0.43391183,-0.22365896,0.38229328,0.53201962,-0.27200723,0.42317894,0.59906578,-0.28985167,0.35306710,0.58985585,-0.12120593,0.25919253,0.51024806,-0.21362926,0.29590660,0.59089363,-0.22667980,0.34816805,0.65181363,-0.21852480,0.29962283,0.66515380,-0.12967700,0.21555766,0.60549873,-0.19048771,0.24301422,0.64355606,-0.19331303,0.29531240,0.67906541,-0.18576153
D,D_sample_505.jpg,Right,0.51069582,0.89259207,0.00000017,0.64303297,0.80468923,-0.05624378,0.71345425,0.68430251,-0.08499208,0.65040720,0.58191544,-0.10912534,0.53139013,0.56796908,-0.13277633,0.61693925,0.45205092,-0.04413414,0.59701407,0.28539726,-0.08722602,0.58167171,0.18181312,-0.13274869,0.55208522,0.08664417,-0.17244725,0.51152384,0.46831495,-0.04856775,0.49713638,0.33703679,-0.10070450,0.52282876,0.47761315,-0.12080934,0.53789353,0.56003171,-0.12636600,0.42116159,0.50843400,-0.05898282,0.38864475,0.38134325,-0.10591172,0.43187845,0.50035542,-0.08864985,0.45365959,0.58421087,-0.06713357,0.33925438,0.57760096,-0.07616982,0.30890128,0.45136288,-0.10346238,0.35411888,0.51576376,-0.07877336,0.38147217,0.58304346,-0.05648704
D,D_sample_506.jpg,Right,0.38949013,0.91264051,0.00000020,0.52956486,0.84105879,-0.07111406,0.61666536,0.73690790,-0.10739297,0.57913184,0.61200595,-0.13609847,0.46676636,0.55067283,-0.15948455,0.57281917,0.46680227,-0.03736280,0.55796766,0.29456753,-0.08631060,0.54673404,0.16812950,-0.12569749,0.52290952,0.07443878,-0.15596828,0.45279419,0.47345829,-0.03593472,0.44963431,0.32949859,-0.08571683,0.45447063,0.48244438,-0.08726817,0.47634220,0.55720085,-0.07364167,0.34648246,0.50518119,-0.04528893,0.32337952,0.37386647,-0.10225539,0.35703212,0.50810462,-0.06690011,0.38554400,0.58908308,-0.02791401,0.24688876,0.58037055,-0.06268016,0.22515872,0.46021363,-0.10008802,0.27018535,0.54371971,-0.06346908,0.30353388,0.61643893,-0.02719752
D,D_sample_507.jpg,Right,0.40199023,0.79415512,0.00000025,0.52567917,0.71888775,0.01303913,0.58585960,0.63393635,0.00190433,0.63337272,0.56952953,-0.02125090,0.61201388,0.52241105,-0.04566587,0.48165411,0.50706404,-0.00269035,0.47128144,0.37603664,-0.03624758,0.47827396,0.30578730,-0.06500041,0.46957681,0.23753440,-0.08643408,0.44074002,0.51625341,-0.03473113,0.49589652,0.40369505,-0.07750971,0.55717057,0.47387007,-0.09356877,0.56847602,0.53306597,-0.09713678,0.41315681,0.54577929,-0.06691433,0.47503173,0.44288608,-0.10781600,0.53618610,0.51456201,-0.10135712,0.54518640,0.57216269,-0.08628189,0.39964408,0.58737326,-0.09909856,0.45279855,0.49589166,-0.12747617,0.50785422,0.53161389,-0.11924812,0.52415431,0.57701141,-0.10668112
D,D_sample_51.jpg,Right,0.44307446,0.87064111,-0.00000003,0.51891285,0.77773619,-0.06631048,0.51506042,0.67933059,-0.09242041,0.41883233,0.60855913,-0.10758183,0.31098431,0.57114345,-0.11713202,0.50658411,0.46649608,-0.06891515,0.53372204,0.28328055,-0.13308330,0.53761595,0.16096029,-0.18803857,0.53403783,0.05706087,-0.22892506,0.39541414,0.47850978,-0.05829473,0.34600857,0.34476447,-0.12063341,0.34082237,0.48986891,-0.13678974,0.36670822,0.56067449,-0.13728638,0.30385470,0.50842708,-0.05556978,0.25294492,0.39380062,-0.10229667,0.26634622,0.50876874,-0.08209032,0.30000988,0.57553530,-0.05837035,0.23978670,0.58191711,-0.06013073,0.17540753,0.48619294,-0.07347099,0.20159525,0.54278767,-0.04174466,0.24636307,0.59892672,-0.01437922
D,D_sample_510.jpg,Right,0.44084889,0.93015295,0.00000011,0.49872530,0.78075385,-0.04460265,0.46865121,0.63824952,-0.05693172,0.34769034,0.55536544,-0.07170942,0.24972017,0.52087200,-0.08289918,0.45304716,0.51579672,0.02719438,0.42255276,0.37143004,0.01468168,0.39212704,0.28694761,-0.00345890,0.36023527,0.22082427,-0.02404749,0.35111788,0.55402213,0.02225169,0.27636802,0.45063290,-0.01251468,0.31158113,0.54276597,-0.03439710,0.34817868,0.59707475,-0.04401761,0.27471781,0.61687595,0.00793818,0.19720078,0.53480273,-0.03857581,0.24758732,0.60701889,-0.04923092,0.28174496,0.64885515,-0.04692156,0.21549079,0.69198656,-0.01142703,0.15240240,0.62717050,-0.04278257,0.18603128,0.65963387,-0.04444739,0.22307009,0.68465424,-0.04251944
D,D_sample_512.jpg,Right,0.51138890,0.90480900,0.00000036,0.62000299,0.78692263,-0.05486285,0.66762233,0.66635668,-0.07974843,0.56800675,0.58215779,-0.10562257,0.45403469,0.56042331,-0.13350216,0.55469543,0.49242207,-0.02257109,0.54808903,0.33127487,-0.05198333,0.54288554,0.23815975,-0.08589182,0.53544903,0.15192926,-0.11953316,0.44741547,0.50897521,-0.02728776,0.40185854,0.38812453,-0.08656094,0.43067792,0.48740134,-0.12441411,0.45643920,0.56469840,-0.14248562,0.36675829,0.55537146,-0.03767926,0.31119326,0.43455234,-0.08863661,0.35666060,0.51310849,-0.09761664,0.39248675,0.59567136,-0.09434352,0.29792935,0.62695771,-0.05411164,0.25765061,0.52808505,-0.08854264,0.29859906,0.55704981,-0.08988574,0.34305000,0.61117172,-0.08610526
D,D_sample_515.jpg,Right,0.65854150,0.86481422,0.00000034,0.76888978,0.80017734,-0.05996123,0.84136903,0.65799677,-0.09111472,0.79242146,0.56043798,-0.12087473,0.67182839,0.55102587,-0.14957409,0.74079281,0.42192775,-0.04797817,0.74251139,0.26928961,-0.08779690,0.75477511,0.16628888,-0.12180154,0.75029206,0.07316944,-0.15546186,0.63865530,0.42865607,-0.05853427,0.62068093,0.29280287,-0.11362939,0.66841269,0.41707486,-0.12768422,0.69160545,0.48018509,-0.12799595,0.55241388,0.47412425,-0.07494330,0.52675444,0.35997993,-0.13548097,0.59143227,0.46632019,-0.11749625,0.60991699,0.52166283,-0.09403797,0.47105831,0.54587156,-0.09823197,0.46481696,0.45844078,-0.14209080,0.51781136,0.51728243,-0.12398148,0.53125018,0.55607182,-0.10520043
D,D_sample_518.jpg,Right,0.51979440,0.85555434,0.00000018,0.61605561,0.76265800,-0.05763329,0.63761473,0.65387249,-0.09055702,0.58572197,0.58472979,-0.12485862,0.48708969,0.55549097,-0.15863110,0.55286974,0.43963021,-0.03019774,0.52299428,0.26483899,-0.07560034,0.50027668,0.15532947,-0.11532465,0.47093964,0.06841180,-0.14785723,0.45659810,0.46729812,-0.03472920,0.40070254,0.35543001,-0.11073544,0.40736693,0.47745597,-0.13851669,0.43235502,0.55875885,-0.14238624,0.37906915,0.51902241,-0.04739307,0.32119662,0.41545722,-0.11447488,0.34667361,0.51002479,-0.10668864,0.38182965,0.59238762,-0.08502910,0.32239038,0.59641051,-0.06689670,0.26824424,0.51318938,-0.10961379,0.29696536,0.55822033,-0.09907619,0.34270829,0.61145914,-0.08166923
D,D_sample_519.jpg,Right,0.47239655,0.80845857,0.00000030,0.60774565,0.73902887,-0.04226883,0.65968609,0.59957451,-0.06142576,0.56160706,0.49446678,-0.08108666,0.45151684,0.46219623,-0.10055619,0.59773475,0.43561283,-0.04128709,0.61214250,0.26152587,-0.08086714,0.61081177,0.15758404,-0.10917059,0.60399562,0.06591192,-0.13644865,0.49467975,0.44505811,-0.05477148,0.47272113,0.34532207,-0.11777503,0.49323529,0.44978985,-0.13946106,0.51505345,0.51754415,-0.14410359,0.40757379,0.49078688,-0.07320293,0.37856823,0.41632959,-0.13649493,0.42072779,0.50301868,-0.13470024,0.45587307,0.54696453,-0.12117315,0.33551595,0.55942476,-0.09556597,0.31575936,0.51205933,-0.13555305,0.35470745,0.55863595,-0.12703742,0.38864142,0.58129001,-0.11511866
D,D_sample_520.jpg,Right,0.39428645,0.90219462,0.00000040,0.50314522,0.83690923,-0.09167935,0.58443958,0.73131561,-0.13169149,0.56136960,0.62565637,-0.16747369,0.48178601,0.55789346,-0.20208210,0.56444478,0.53543800,-0.03348551,0.59401435,0.40266204,-0.07554466,0.60103029,0.30961597,-0.11356993,0.60436475,0.23931533,-0.14385957,0.46305522,0.52916884,-0.02387912,0.44385687,0.42756248,-0.10468981,0.41920125,0.51207721,-0.15123750,0.41351095,0.58401215,-0.16609694,0.36872977,0.54895175,-0.02538899,0.33564711,0.46133721,-0.11120238,0.33580434,0.54334754,-0.13312447,0.33779520,0.62182015,-0.12651925,0.27975118,0.58399349,-0.03494085,0.25512260,0.50117099,-0.09918670,0.25968936,0.54479837,-0.11074221,0.27195346,0.60108364,-0.10544708
D,D_sample_522.jpg,Right,0.55201536,0.85302627,0.00000009,0.63649434,0.79168600,-0.07062948,0.67853314,0.71773767,-0.12549768,0.65140343,0.66261423,-0.17893399,0.57292914,0.62062860,-0.23242427,0.61349362,0.48489138,-0.09830426,0.61012155,0.31289023,-0.16580421,0.60979247,0.20737061,-0.21457772,0.60180306,0.11690673,-0.25068045,0.51288605,0.51053208,-0.10290835,0.49892181,0.42475063,-0.20199749,0.51913059,0.56816369,-0.23171993,0.53480256,0.65952951,-0.23496893,0.42739528,0.55163640,-0.11245478,0.39866871,0.46164072,-0.19696589,0.43881607,0.58462912,-0.17734487,0.46652097,0.67523825,-0.14636451,0.35691670,0.60893059,-0.12869531,0.32063973,0.52610052,-0.18380393,0.35953990,0.60241085,-0.16326816,0.39464942,0.66687202,-0.13619088
D,D_sample_523.jpg,Right,0.42877582,0.82070154,-0.00000002,0.50635076,0.76195782,-0.03611080,0.56304264,0.67092180,-0.04810221,0.54454565,0.58035368,-0.05961251,0.48476440,0.53764302,-0.07082570,0.52524590,0.57035816,-0.01760425,0.52909440,0.46341434,-0.04488073,0.51344097,0.39573458,-0.06633012,0.49750397,0.33997452,-0.08302731,0.45602745,0.57434458,-0.01938489,0.43449259,0.50105333,-0.06807673,0.43550932,0.57332534,-0.08668330,0.44766381,0.63139570,-0.08837576,0.39585412,0.59542304,-0.02520093,0.37038904,0.53117996,-0.07202099,0.38536373,0.59569448,-0.06948305,0.40060052,0.64889270,-0.05565071,0.33742949,0.62450987,-0.03465209,0.31536701,0.56049591,-0.06490647,0.33093262,0.59270436,-0.05887887,0.34780365,0.63101155,-0.04715397
D,D_sample_524.jpg,Right,0.50707585,0.91264641,0.00000011,0.60082161,0.84836578,-0.06538634,0.65459222,0.74980456,-0.10042453,0.61036551,0.67010736,-0.13296707,0.52593231,0.62425280,-0.16602214,0.57775187,0.55684614,-0.06032931,0.55918646,0.40110630,-0.10343426,0.54296356,0.30506909,-0.13971473,0.52573234,0.22427145,-0.17009355,0.48922452,0.56298465,-0.06388233,0.45630756,0.41138101,-0.12823899,0.47300291,0.48788413,-0.16161248,0.49336654,0.56235397,-0.17503203,0.41443953,0.59596992,-0.07293819,0.37818822,0.46271086,-0.13138334,0.40608174,0.52233666,-0.14013894,0.42528784,0.59545362,-0.13477355,0.34566182,0.64695042,-0.08867855,0.32140356,0.52989572,-0.12929606,0.34495109,0.54878008,-0.13261056,0.36107081,0.59385806,-0.12964693
D,D_sample_525.jpg,Right,0.64836633,0.70665920,0.00000007,0.73145533,0.63015366,-0.01890905,0.77506745,0.54821527,-0.03887082,0.77732623,0.47932535,-0.06420401,0.71829790,0.46569899,-0.09149788,0.69814181,0.41983673,-0.02319423,0.69536757,0.30508199,-0.05019980,0.69838297,0.24041896,-0.07756843,0.69331574,0.17986599,-0.10204654,0.64345640,0.43844190,-0.03934104,0.63626754,0.36085221,-0.08477274,0.67578822,0.42183831,-0.10911337,0.69218475,0.47341540,-0.12153499,0.59177953,0.47257441,-0.05669355,0.57665825,0.39353234,-0.09691204,0.62902695,0.44369107,-0.10281553,0.65310401,0.49734676,-0.10098937,0.54438084,0.51688868,-0.07668143,0.53995264,0.45461828,-0.10420351,0.58372271,0.48230645,-0.10546947,0.61028874,0.52430415,-0.10383653
D,D_sample_528.jpg,Right,0.64698422,0.84398353,0.00000030,0.75018400,0.76911950,-0.04192905,0.82959634,0.68982476,-0.07776145,0.87246835,0.63142383,-0.11981758,0.80844390,0.63988858,-0.16501534,0.70608819,0.51661575,-0.04580177,0.70552367,0.39177540,-0.08913139,0.70876461,0.32052541,-0.12534285,0.70659655,0.25414437,-0.15618496,0.63110375,0.53961337,-0.06708232,0.62299198,0.45236176,-0.14277928,0.69103056,0.52848697,-0.18253538,0.73524153,0.60152346,-0.19940314,0.56441557,0.58554339,-0.09210280,0.54895139,0.51259655,-0.15691067,0.62892282,0.57105696,-0.17488703,0.68200153,0.63543707,-0.17536660,0.50261456,0.64251411,-0.12240948,0.48716512,0.57238489,-0.16160454,0.54794824,0.59447348,-0.17118922,0.59839225,0.63691437,-0.17439900
D,D_sample_529.jpg,Right,0.40433827,0.89424002,-0.00000001,0.51432198,0.81822157,-0.07973830,0.54452085,0.70242608,-0.11631215,0.42742503,0.62453365,-0.14284071,0.31142506,0.61028194,-0.16279642,0.51121587,0.47293368,-0.07475771,0.50388312,0.28998339,-0.14429349,0.48365989,0.17508796,-0.19349191,0.46178907,0.07308897,-0.23057580,0.38510561,0.48235789,-0.06862632,0.32658565,0.34306282,-0.12334664,0.33937806,0.50190389,-0.11812732,0.38495553,0.55859768,-0.10152265,0.28767103,0.51810175,-0.07460205,0.23015130,0.40355349,-0.12123893,0.26313418,0.53148139,-0.07637721,0.31288451,0.57467884,-0.03481898,0.21057999,0.59199286,-0.09180596,0.15411443,0.51112914,-0.11994500,0.19734187,0.58056927,-0.08231739,0.24888994,0.62338519,-0.04602113
D,D_sample_53.jpg,Right,0.55026203,0.88314390,0.00000005,0.65989560,0.78177243,-0.04638529,0.73862290,0.64093947,-0.07126077,0.68399161,0.53883696,-0.09633205,0.57344222,0.49110025,-0.11878869,0.65628493,0.45474139,-0.05664409,0.67849469,0.26888752,-0.11304806,0.68050432,0.16602224,-0.15085950,0.67248380,0.05919373,-0.18352930,0.54666477,0.47497037,-0.07464261,0.55497652,0.40602991,-0.14728150,0.58445591,0.55507582,-0.16211556,0.59471846,0.59197795,-0.16297284,0.45042580,0.52395660,-0.09853149,0.44773275,0.48158625,-0.17606245,0.50091261,0.61778468,-0.15303363,0.51856208,0.64128768,-0.12420011,0.36053741,0.59070587,-0.12705635,0.36767352,0.54735708,-0.17029506,0.41550493,0.62823129,-0.13862893,0.42282140,0.64946556,-0.10962805
D,D_sample_530.jpg,Right,0.41195881,0.85383362,0.00000027,0.43525892,0.81087196,-0.14755440,0.40377051,0.71743023,-0.21274552,0.29269257,0.63541722,-0.25711277,0.19558904,0.55828822,-0.29613385,0.45510340,0.46591306,-0.11890120,0.46199226,0.29245457,-0.17909677,0.43512839,0.17332146,-0.22173601,0.41240457,0.07936972,-0.25328204,0.35709175,0.47256005,-0.08020085,0.27226561,0.33700335,-0.17444307,0.21585274,0.43984535,-0.21331617,0.22201306,0.52666456,-0.21617286,0.27446038,0.50321299,-0.05516562,0.19498166,0.40333992,-0.15283982,0.16176695,0.49291581,-0.17179607,0.17416206,0.56417513,-0.15707742,0.22016051,0.55387926,-0.04135156,0.13249815,0.47380251,-0.11453018,0.12157807,0.52319723,-0.12499005,0.15091959,0.58145577,-0.11312286
D,D_sample_533.jpg,Right,0.61298734,0.86127043,0.00000037,0.72064638,0.71571803,-0.06041849,0.73103940,0.54443616,-0.08263707,0.58837450,0.46213761,-0.10423629,0.46203011,0.51900649,-0.12826332,0.57151288,0.43183181,-0.03903759,0.52087975,0.26677746,-0.07353853,0.48174989,0.17495099,-0.10806578,0.44935900,0.09145844,-0.14165577,0.46136048,0.46496165,-0.04320322,0.36328357,0.35094732,-0.10752223,0.41206419,0.42759809,-0.14392948,0.46006584,0.50065649,-0.15962921,0.38165671,0.51979208,-0.05251703,0.27410373,0.41751632,-0.10675863,0.34498352,0.48275194,-0.11749469,0.40904707,0.56106716,-0.11369178,0.32070082,0.59674054,-0.06905556,0.23359457,0.50568664,-0.10428817,0.28898177,0.53041738,-0.10773432,0.35433272,0.58232391,-0.10579454
D,D_sample_536.jpg,Right,0.37562409,0.93878353,0.00000019,0.47030511,0.87821734,-0.05704614,0.52456200,0.79401159,-0.09149235,0.47706228,0.72634465,-0.12554021,0.38853809,0.70273679,-0.16073416,0.43977621,0.59009886,-0.05610288,0.44656757,0.43749279,-0.09755515,0.44691834,0.34056592,-0.13200779,0.44235626,0.25910953,-0.16151261,0.34970754,0.60664475,-0.06439621,0.32243082,0.48026145,-0.13387083,0.33168268,0.57149303,-0.16328645,0.35066646,0.65017664,-0.17053218,0.28020954,0.64951175,-0.07718647,0.24529073,0.53433824,-0.13706520,0.26833859,0.60669798,-0.13523266,0.29076135,0.68183708,-0.12060494,0.22192775,0.71368992,-0.09601720,0.18505616,0.62064803,-0.13547240,0.20731673,0.65058887,-0.12860382,0.23419808,0.69975948,-0.11571836
D,D_sample_537.jpg,Right,0.53565675,0.84600186,0.00000013,0.62549311,0.74197423,-0.05772466,0.65481085,0.58378822,-0.07920533,0.63512558,0.44656259,-0.10151155,0.53167522,0.40986332,-0.12112414,0.57274938,0.40230322,-0.00154355,0.52146268,0.23393874,-0.03313324,0.47741497,0.13233405,-0.06942448,0.43840981,0.04990959,-0.10125826,0.49228555,0.41852218,-0.00394175,0.43838173,0.27193519,-0.05995113,0.45614117,0.34801739,-0.09288876,0.48082286,0.42190215,-0.10400287,0.42271346,0.46366763,-0.01451515,0.36582291,0.32860461,-0.07167622,0.40378815,0.39409065,-0.08315259,0.43450403,0.47485977,-0.07661147,0.35939670,0.52876550,-0.03220998,0.31352067,0.42135951,-0.07829212,0.34909075,0.44809681,-0.08682746,0.38643271,0.50762993,-0.08413254
D,D_sample_539.jpg,Right,0.58805341,0.77305269,0.00000016,0.63598460,0.72087038,-0.04211846,0.66236681,0.66317552,-0.07384443,0.66497386,0.62344551,-0.10640360,0.63765979,0.58349186,-0.13894404,0.63982755,0.51292229,-0.04189012,0.61936468,0.41900566,-0.07923251,0.60196614,0.36144748,-0.11214914,0.58405906,0.31462044,-0.13705410,0.57922775,0.52824497,-0.04863350,0.55958462,0.45264184,-0.09926128,0.59059298,0.49477988,-0.12965904,0.61650205,0.54061484,-0.14551613,0.52400243,0.55998451,-0.05968489,0.49818677,0.49132919,-0.10368963,0.53733456,0.52530259,-0.11584897,0.56793016,0.56752264,-0.11849058,0.47438633,0.60310638,-0.07532456,0.45708048,0.54173946,-0.10564920,0.48900744,0.55852103,-0.11129908,0.51972401,0.58698374,-0.11240610
D,D_sample_54.jpg,Right,0.44462419,0.93681639,0.00000029,0.59069359,0.88213021,-0.08648757,0.69066215,0.74520373,-0.13154238,0.63884717,0.59891677,-0.17152786,0.48071343,0.57696491,-0.21161960,0.60283285,0.49893406,-0.06648804,0.57918894,0.29812369,-0.10666446,0.56085396,0.16320163,-0.13406038,0.53194809,0.06080076,-0.15936273,0.48999020,0.49679214,-0.05926984,0.48256436,0.31117815,-0.11458441,0.50768083,0.44559187,-0.12084815,0.51959217,0.53515154,-0.10942879,0.39214265,0.51924258,-0.05984427,0.36350036,0.32246810,-0.11722880,0.40350863,0.43575487,-0.09053490,0.41859853,0.54970556,-0.05729931,0.29035699,0.57402146,-0.06920647,0.26200747,0.42603949,-0.12186565,0.31102121,0.47931945,-0.10630438,0.34063596,0.56686467,-0.08229194
D,D_sample_541.jpg,Right,0.59154212,0.87003690,0.00000018,0.69579870,0.79065311,-0.04580252,0.75457478,0.67328930,-0.07892383,0.66460538,0.60658824,-0.11497173,0.55394357,0.59350234,-0.15324837,0.65067971,0.44958201,-0.05450909,0.64968097,0.28412011,-0.09994976,0.64932197,0.17798901,-0.13750473,0.64075148,0.08394966,-0.17200857,0.55288845,0.47253075,-0.07294152,0.54329312,0.36789095,-0.14997117,0.57937258,0.48963070,-0.18332383,0.59586078,0.57483506,-0.19355913,0.47506142,0.52553242,-0.09409900,0.44353938,0.43603531,-0.16832072,0.50212169,0.54880160,-0.16439401,0.53442121,0.62876874,-0.14645129,0.40979943,0.60320657,-0.11902691,0.38167569,0.52777076,-0.17213760,0.44219899,0.59892493,-0.16154909,0.48864675,0.66132796,-0.14396806
D,D_sample_546.jpg,Right,0.56586868,0.83940989,0.00000039,0.63032657,0.75066000,-0.05632152,0.64313728,0.65208733,-0.08442922,0.57250780,0.59561187,-0.11195792,0.48742369,0.58579510,-0.14122917,0.54141331,0.50750118,-0.04081618,0.51738989,0.36849976,-0.07436036,0.49992284,0.28262386,-0.10813777,0.48372287,0.20864516,-0.13770162,0.46635002,0.53574669,-0.04236477,0.40602857,0.42784119,-0.09810519,0.42877069,0.49464732,-0.13193476,0.46532834,0.55131888,-0.14712445,0.41358179,0.58425570,-0.04912325,0.35827705,0.49164906,-0.09775152,0.38793316,0.53376734,-0.11169200,0.42127174,0.59125614,-0.11151677,0.37585306,0.64897114,-0.06170540,0.32887200,0.56362545,-0.09318738,0.34851593,0.57197690,-0.09727333,0.37882054,0.60920745,-0.09587632
